message_id,date,text
129415,2025-12-27T14:45:29+00:00,"با دوستم اومدیم خرید
هرچی پسندید هی گفتم وای این زشته
این پیرزنیه،این قدیمیه
آخرش گفت عزیزم میشه خفه شی؟ میخوام برا تولدت انتخاب کنم:))))))))))))))))
^يواشكي هاي يك زن شوهردار^
@sut_tw"
129417,2025-12-27T14:58:05+00:00,"یه بار داشتم برای یه شکست عشقی گریه میکردم. مامانم بهم گفت پاشو خودتو جمع کن بابا. باید جوون و سرزنده و شاداب باشی که وقتی عشق واقعیتو پیدا کردی بتونی باهاش زندگی کنی. خودتو بخاطر پسر مردم مریض کنی که تهش تو تنها بمونی و اون بره یکی دیگه رو پیدا کنه؟ 
That hit me hard
^نازنینشونم^
@sut_tw"
129419,2025-12-27T15:12:04+00:00,"دوستم رفته سونو و توی سینه‌ش فیبروم دیدن. تا اینجاش اوکیه. بدبختی اونجاست که استرس گرفته و به هر کدوممون میرسه سینه‌مون رو به زور تست میکنه(ببینه بافت سفت هست یا نه). وسط تست کردنمون هم میگه کسکشا خوشتون نیاد یه وقت :)))))
^ناکاما^
@sut_tw"
129421,2025-12-27T15:27:05+00:00,"عاشق زن بودنم
چون سه ماه یبار پریود می‌شدم رفتم دکتر
و الان ماهی سه‌بار پریود می‌شم
^⁦☆^
@sut_tw"
129422,2025-12-27T15:29:02+00:00,"دسترسی به 
پلتفرم های معتبر هوش مصنوعی( AI )
 
برای دانشجویان
 
در دوره ی امتحانات با حداقلِ هزینه ها
 انجام وظیفه خواهد شد !
هر گونه مشکلی برای اشتراکِ تهیه شده پیش بیاد ، بدون قید و شرط و بدون هزینه جایگزین میشه تا در تایم امتحانات با خیال راحت بتونید از منابع نهایت استفاده رو داشته باشید !
جهت تهیه و کسب اطلاعات بیشتر : 
@ElizaiumHelp"
129423,2025-12-27T16:30:46+00:00,"این دیگه آخرین راهه ، الهی ب امید خودت =) 
^مـُـلتفِتْ^
@sut_tw"
129429,2025-12-27T16:55:30+00:00,"خدا کنه هیچ مامانی مریض نشه
😭
هیچ مامانی بیمارستان نمونه
😭
^دختری از جنس بهار^
@sut_tw"
129431,2025-12-27T17:05:29+00:00,"با صدای گریه داداش یک ماهه‌م از خواب بیدار شدم، رفتم کنارش دراز کشیدم، دستشو گرفتم، 
آروم شد، خوابمون برد.
چند ساعت بعد چشمامو باز کردم دیدم ۱۷ سالش شده.
^پَر^
@sut_tw"
129434,2025-12-27T17:20:29+00:00,"تویی که فکر‌میکنی روز‌ِ کریسمس رفتیم تو 2026 که دیگه جشنش نگیر
🙏🏼
^like_moon^
@sut_tw"
129435,2025-12-27T17:29:02+00:00,"✅
 مهمات شریف برگزار می کند:
💠
 
مسابقه جزوه برتر
 
💠
 
◀️
 برای شرکت در مسابقه کافیست جزوات خود را برای ما ارسال نمایید.
⏱
 
مهلت ارسال جزوات
⏰
  30 دی ماه
🎁
 برترین جزوه به لحاظ بیشترین تعداد لایک
👍
  و بیشترین کیفیت انتخاب خواهد شد.
📁
 ارسال جزوات به آیدی زیر:
➡️
 
@sharif_ie_ad
💰
 
جوایز مسابقه
  (سه میلیون تومن)
💡
 
قوانین مسابقه
📬
 منتظر ارسال‌ جزوات شما هستیم
!
⚙
 
@SHARIF_IE"
129438,2025-12-27T18:41:31+00:00,"من وقتی بخاطر دادگاه حالم بده و هیچ چیزی نمیتونه بخندونه منو
دوست دخترم: 
-آقا محمد گِل‌پوری-
@sut_tw"
129439,2025-12-27T18:45:33+00:00,"همسایه فقط همسایه ایرانی جدی. اومده دم خونه‌م میگه باربیکیو کردیم بوش پیچیده تو ساختمون اینم سهم شما:)) 
-فورد پریفِکت-
@sut_tw"
129441,2025-12-27T19:05:31+00:00,"لایف استایل فردی با پوست و موی چرب:
^Sarv^
@sut_tw"
129446,2025-12-27T19:29:02+00:00,"هیچ‌کس تو دانشگاه بهت یاد نمی‌ده چطور اپلای کنی یا از کجا اخبار مهاجرتو دنبال کنی؛ این چیزا رو باید از کانال‌هایی مثل این یاد بگیری: 
👇
https://t.me/+FmoHOdJo8IpjYWU8"
129449,2025-12-28T06:45:25+00:00,"فکت:
۵۰ درصد از جذابیت شما بخاطر نحوه صحبت کردن و ارتباط گرفتن شماست.
^هات چاکلت
🍫
❤️‍🔥
^
@sut_tw"
129451,2025-12-28T06:59:05+00:00,"مردم اپلای میکنن هاروارد قبول میشن، بعد من برای باشگاه کتاب‌خوانی درخواست دادم، رد شدم
😂
😂
^Milad^
@sut_tw"
129452,2025-12-28T07:05:25+00:00,"دوستم به بچه‌ش یاد داده که عضو خصوصیشو نباید غریبه‌ها ببینن و دست بزنن، بعد تو مهد، بچه‌ی همین دوستم به یکی دیگه از بچه‌ها اینو گفته و اضافه کرده تو چون دوستمی بیا بهت نشون میدم.
^خانومِ‌صبا^
@sut_tw"
129453,2025-12-28T07:19:06+00:00,"فکت: 
رفتار فامیلاتون با شما، به میزان سطح مالیِ پدرتون بستگی داره.
^رااافائل^
@sut_tw"
129454,2025-12-28T07:26:04+00:00,"جدا من ترسیدم، از الان نه، از شدت فقری که چند ماه دیگه موجش میخوره تو صورتمون.
^30.06^
@sut_tw"
129370,2025-12-27T09:58:04+00:00,"واقعیت اینه که من دیگه دوستی ندارم که بگه بیا بریم بیرون. آدم‌های نزدیکم رو معمولاً توی خونه می‌بینم. گاهی حتی یادم می‌ره برای بیرون رفتن باید چی رو با چی بپوشم.
رابطه‌ام با شهر و اجتماع تقریباً قطع شده.
^اگنس‌گِرِی^
@sut_tw"
129371,2025-12-27T10:06:32+00:00,"از اولشم معلوم بود دوست نداره‌ پاشو حالا غذای منو بده حداقل من سیر باشم. 
^Its'Bina^
@sut_tw"
129376,2025-12-27T10:37:06+00:00,"پسره موقع خواب خیلی جدی گفت «مامان، این نهتاد و نه، دو تا نه داره؟» گفتم چی؟؟ گفت «نهتاد و نه دو تا نه داره؟ گفتم منظورت نود و نهه؟!» گفت آره و غش کرد از خنده :))))) مسخره‌ی ۴ ساله
😭
🤣
^مارمی
👨‍👩‍👧‍👦
^
@sut_tw"
129379,2025-12-27T10:58:08+00:00,"این دستمال یعنی رسما کارا تمومه. آشپزخونه تعطیله. 
^Boojoo^
@sut_tw"
129380,2025-12-27T11:05:27+00:00,"وقتی بلیط ایران رو گرفتم با در نظر گرفتن اینکه احتمالن کنسل شه به خوانواده نگفتم. بعدش دیگه دیدم تا الان نگفتم، پلن سورپرایز ریختم. این وسط مامانم ی روز زنگ زد گفت میخای بیای ؟ گفتم نه چطور؟ گفت حسینِ مریم خانوم اینا خواب دیده اومدی! 
😂
^Maral^
@sut_tw"
129381,2025-12-27T11:12:08+00:00,"ینی هر کی بره طرف آشپزخونه خونش پای خودشه.
^همیشه^
@sut_tw"
129383,2025-12-27T11:26:26+00:00,"پسرولی پرسید ما فقیریم؟
-نه پسرم.
+پس چرا خونه مون استخر نداره؟
دیدم فرصت مناسبیه معیار های فقر و ثروت و اولویتهارو واسش توضیح بدم، یه ربعی رفتم رو منبر!! آخرش گفتم خب دیگه سوالی نداری؟
+چرا ما خونه استخردار نمیخریم؟
😅
🤦‍♀️
-چون پولمون نمیرسه!
+خب منم گفتم فقیریم شما قبول نکردی!!
^نازار سابق^
@sut_tw"
129386,2025-12-27T11:48:05+00:00,"ارائه‌م بی‌نظیر بود؛ میخواستم بگم تنگه هرمز، گفتم هنگه ترمز.
-زُ-
@sut_tw"
129390,2025-12-27T11:58:05+00:00,"نظر نامحبوب:
مردها بدون زن‌ها سخت‌‌تر دوام میارن، و بالعکس هم صادق نیست.
-Dr.mohammad.garavand nia-
@sut_tw"
129391,2025-12-27T12:05:32+00:00,"زیبایی ببینید 
^کمپین ضد پانترکیسم^
@sut_tw"
129398,2025-12-27T12:52:05+00:00,"کاسبی رسما تعطیله،مگر اینکه سرمایه زیاد داشته باشی
کارمندی فایده نداره
درس خوندن خوبه،ولی تا درختش میوه بده توی حداقل های زندگی میمونی و نمیشه تحمل کرد
جوون ایرانی چجوری میتونه روی پای خودش وایسه؟من نمیدونم.
^Eliya^
@sut_tw"
129401,2025-12-27T13:12:09+00:00,"بنده بدون داشتن ماشین، موتور، خر یا هر وسیله نقلیه دیگر و حتی یک متر زمین در این کشور جزء برخوردارترین دهک این جامعه هستم گویا.
خدایا شکرت. 
-Navid KhorramKhorshid-
@sut_tw"
129404,2025-12-27T13:30:37+00:00,"شما الان نمیفهمید چه بلایی سرتون داره میاد چون مثلا هنوز لباس زمستونیای سال قبلتون هست و نفهمید هر تیکه لباس زمستونیِ نه چندان با کیفیت، شده چهار پنج تومن‌. ما اون قورباغه ای هستیم که دمای آبشو کم کم زیاد میکنن و بدون اینکه بفهمه و تلاشی برای تغییر وضعیت بکنه، میمیره.
^She and her darkness^
@sut_tw"
129405,2025-12-27T13:38:08+00:00,"نظریه نامحبوب :
هیچ برنامه‌ای جز تلگرام مناسب چت کردن نیست. 
^خانومِ‌صبا^
@sut_tw"
129406,2025-12-27T13:51:10+00:00,"بدترین تجربه هر آدم. 
^TT^
@sut_tw"
129408,2025-12-27T14:05:31+00:00,"مشکلی که با این عکس دارم اینه که کفش خانوم باید رو باشه
^ناطور دشت^
@sut_tw"
129411,2025-12-27T14:27:05+00:00,"مامانم زنگ زده داری میای برام قرص جوشان مولتی ویتامین بگیر ، گفتم مامان یادمه تازه برات گرفتم تموم شده !؟ 
فرمودن بله میندازم تو آب خنک بجای نوشابه با غذام میخورم !!  :)))))))
^𝖎𝖙𝖘 𝖊𝖑𝖎^
@sut_tw"
129412,2025-12-27T14:30:35+00:00,"به بابام میگم: مدرسه که میرفتم، همیشه وقتی کفشامو پام میکردم به خودم میگفتم نگران نباش، مدرسه تموم میشه،برمیگردی خونه، تو از پس امروز برمیای
هنوزم وقتی می‌خوام برم سرکار همینجوریم 
🙂
هم مدرسه رفتن برام سخت بود
هم دانشگاه رفتن
هم الان سرکار رفتن
منم و اضطراب و پوست کلفتم
🤝🏻
^Queen Bee 
🦔
^
@sut_tw"
129413,2025-12-27T14:31:54+00:00,"🔥
 اگه دانشجویی، اینو از دست نده!
⏰
 فقط ۱۰ روز تا بسته شدن ثبت‌نام
🎯
 طرح پژوهانه همراه اول
💡
 حمایت از پایان‌نامه و رساله
💼
 اتصال مستقیم پژوهش به صنعت واقعی
💰
 گرنت تا ۵۴۰ میلیون تومان
📢
 این فرصت حداقل تا یک سال دیگه تکرار نمی‌شه!
🗓
 مهلت ثبت‌نام: ۱۵ دی ۱۴۰۴
🔍
 جزئیات و ثبت‌نام:
https://www.mci.ir/-AYVK5TQ
📌
 مخصوص دانشجویان ارشد و دکتری
#گرنت
 
#پژوهش
 
#دانشجوی_ارشد
 
#دکتری
 
#همراه_اول"
129414,2025-12-27T14:37:04+00:00,"خیلی جدی ادم می‌تونه هر لحظه ارزوی مرگ کنه و توی همون لحظات در حال خوندن زبان و کار کردن روی مقاله و فیکس کردن جلسات تراپی‌ش و اماده کردن شام و خرید یه موس برای سیستمش باشه.
^Unknown Seti^
@sut_tw"
129334,2025-12-26T18:30:46+00:00,"من چطوری میتونم از gemini شکایت کنم؟!؟ 
🦦
 
'Pouya'
@sut_tw"
129343,2025-12-26T19:10:31+00:00,"چه جالب!
الان برگشتم دیدم دیگه خیلی وقته رویاپردازی نمیکنم؛ درباره موفقیت های شغلی آینده م، درباره خونه آینده م، درباره بچه هام، درباره پارتنر آینده م، درباره سفرهای آینده م
چقد عجیب که هیچ آینده ای و هیچ امیدی به نظرم وجود نداره
^As I Lay Dying^
@sut_tw"
129346,2025-12-26T19:25:30+00:00,"من ریدم تو طلا و دلار و نقره و اول و اخر این جوونی که من به جای فکر به تفریح و  سفر ،باید کانالای تحلیل طلا و دلار رو چک کم
^موکا با سیروپ فندق
🌰
^
@sut_tw"
129348,2025-12-27T06:31:32+00:00,"مریضم یه خانم بود بچه شو آورده بود با خودش
تموم مدت که براش کار میکردم این بچه زل زده بود به من.
کارم که تموم شد پرسید: تو ممد قلی ای؟
😶
😶‍🌫️
😶
😶‍🌫️
😶
-Queen Bee 
🦔
-
@sut_tw"
129349,2025-12-27T06:37:04+00:00,"رفیقمون سه ماه پیش پس‌اندازش رو که طلا بوده رو داده یه آپارتمان ۴۰ متری خریده، امروز حساب میکردیم تا الان صبر کرده بود میتونست یه ۶۰ متری بخره!
-
🌳
 Hadi-
@sut_tw"
129350,2025-12-27T06:44:08+00:00,"پدربزرگم وقتی ۹ سالش بود افتاد تو رودخونه. یه دختر ۱۹ ساله پرید و نجاتش داد.پدربزرگم بین هشیاری و بیهوشی، عاشق دختره شد.
اون دختره مادر بزرگم بود. ۴۳ سال باهم زندگی کردن. دعای پدربزرگم این بود که زودتر بمیره، چون تحمل جای خالی عشقش رو نداشت؛ و دقیقاً هفت سال هم زودتر از دنیا رفت.
-سین-
@sut_tw"
129351,2025-12-27T06:51:04+00:00,"دوستم در آستانه ازدواجه. دوست‌پسرش شوخی می‌کنه و بهش میگه: بیا مهمونا رو سرگرم کنیم. توی مراسم بگو ممنونم منو گرفتی. دوستمم بهش میگه: باشه، خیلی هم بامزه است. تو هم بیا سرگم‌کننده‌ترش کن و بگو: خوشحالم زنی بهتر از مادرم پیدا کردم. فعلا ازدواج کنسل شده =))))
-داکتر سکین سیستانی-
@sut_tw"
129352,2025-12-27T06:59:09+00:00,"این همون نو میکاپه که آقایون رو گول میزنه.
""هیچی ندارن""
-Vida 
👁
-
@sut_tw"
129355,2025-12-27T07:19:05+00:00,"خونه مادر شوهرم  موقع غذا خوردن قانون جنگله، هرکی زودتر برسه اون برده، امروز همه هستن و قراره ابگوشت بخوریم، شوهرم گفت امروز من شوهرت نیستم خودت باید از پس خودت بر بیای و گشنه نمونی :)))))))))))) من الان با چاقو نشستم هرکی بیاد جلو میزنم ،حالا هرجا که خورد
-ژاندارک هستم-
@sut_tw"
129356,2025-12-27T07:27:08+00:00,"اونروز تو قنادی خانمه اومد کیکشو تحویل بگیره. ظاهرا یک و نیم کیلو سفارش داده بود ولی کیک رو ٢٧٠٠ درس کرده بودن. خانمه پول یک و نیم رو کشید و گف تا یاد بگیرین اندازه دقیق درس کنین شاید یکی پول اضافی نداشته باشه.
-
💅🏻
توتی-
@sut_tw"
129359,2025-12-27T08:44:09+00:00,"ثبت نام پژو زد فلیپ ایران‌خودرو آغاز شد! 
-
🌳
 Hadi-
@sut_tw"
129360,2025-12-27T08:52:07+00:00,"چقدر مردم دراماتیکن بابا :))) بدیهیات رو جوری مینویسن که فکر کنی یه برش از یه رمان پرفروشه. خب میخواستی وقتی مهاجرت کردی کرم ببک تو کیفت باشه؟
-PhiDel-
@sut_tw"
129361,2025-12-27T08:58:10+00:00,"هر صبح پا میشم میگم عه من هنوز تو لندنم :) 
^_ MiraS _^
@sut_tw"
129365,2025-12-27T09:26:26+00:00,"من اينطوريم كه تا با يكى نرم تلگرام صحبت نكنم اون ارتباط رو نميتونم جدى بگیرم :)))
^NeGiN^
@sut_tw"
129367,2025-12-27T09:37:05+00:00,"باورم نمیشه، دیشب از زبون خاله م شنیدم که ازدواج مامان بابام عاشقانه و با وجود مخالفت خونواده ها بوده، مامانم انقد توی انتخابش ریده بوده که روش نشده به ما راستشو بگه!
الان خیلی از گره های ذهنیم داره باز میشه
^وبیده جان^
@sut_tw"
129369,2025-12-27T09:51:25+00:00,"نه پول نه قيافه نه توجه زياد، هيچی اندازه‌ی بابای خوب، تو خوشبختی يه دختر تاثير نداره
^Paniz^
@sut_tw"
